Timestamp,Vehicle1,Vehicle2,TTC,Distance,Severity
01:11.0,0,33,0.30,10.17,CRITICAL
01:11.0,32,49,1.13,21.94,MEDIUM
01:11.0,45,9,0.83,18.61,HIGH
01:11.1,0,33,0.20,9.50,CRITICAL
01:11.1,14,49,1.43,28.68,MEDIUM
01:11.1,22,23,2.13,29.41,LOW
01:11.1,32,49,1.00,19.99,MEDIUM
01:11.1,45,9,0.72,16.42,HIGH
01:11.2,0,33,0.10,9.06,CRITICAL
01:11.2,14,49,1.35,26.96,MEDIUM
01:11.2,22,23,2.05,28.09,LOW
01:11.2,32,49,0.89,18.06,HIGH
01:11.2,45,9,0.62,14.23,HIGH
01:11.2,0,33,0.00,8.90,CRITICAL
01:11.2,14,49,1.26,25.25,MEDIUM
01:11.2,22,23,1.94,26.77,MEDIUM
01:11.2,32,49,0.78,16.15,HIGH
01:11.2,45,9,0.51,12.03,HIGH
01:11.4,14,49,1.18,23.57,MEDIUM
01:11.4,22,23,1.85,25.45,MEDIUM
01:11.4,22,44,1.85,28.95,MEDIUM
01:11.4,32,49,0.67,14.26,HIGH
01:11.4,45,9,0.41,9.84,HIGH
01:11.5,14,32,1.40,28.42,MEDIUM
01:11.5,14,49,1.10,22.05,MEDIUM
01:11.5,22,23,1.76,24.13,MEDIUM
01:11.5,22,44,1.78,27.78,MEDIUM
01:11.5,32,49,0.57,12.32,HIGH
01:11.5,45,9,0.30,7.70,HIGH
01:11.6,14,32,1.31,26.55,MEDIUM
01:11.6,14,49,1.03,20.68,MEDIUM
01:11.6,22,23,1.65,22.80,MEDIUM
01:11.6,22,44,1.68,26.61,MEDIUM
01:11.6,32,49,0.47,10.36,HIGH
01:11.6,45,9,0.20,5.66,HIGH
01:11.7,14,32,1.20,24.69,MEDIUM
01:11.7,14,49,0.94,19.33,HIGH
01:11.7,22,23,1.56,21.47,MEDIUM
01:11.7,22,44,1.59,25.45,MEDIUM
01:11.7,32,49,0.37,8.42,HIGH
01:11.7,45,9,0.10,3.96,HIGH
01:11.7,14,32,1.11,22.85,MEDIUM
01:11.7,14,49,0.86,18.04,HIGH
01:11.7,22,23,1.47,20.15,MEDIUM
01:11.7,22,44,1.51,24.31,MEDIUM
01:11.7,32,49,0.27,6.58,HIGH
01:11.9,14,32,1.00,21.01,MEDIUM
01:11.9,14,49,0.77,16.79,HIGH
01:11.9,22,23,1.37,18.82,MEDIUM
01:11.9,22,28,1.39,29.27,MEDIUM
01:11.9,22,44,1.41,23.17,MEDIUM
01:11.9,32,49,0.17,4.90,HIGH
01:11.9,40,47,1.08,28.92,MEDIUM
01:12.0,14,32,0.90,19.21,HIGH
01:12.0,14,49,0.68,15.61,HIGH
01:12.0,22,23,1.28,17.49,MEDIUM
01:12.0,22,28,1.30,28.42,MEDIUM
01:12.0,22,44,1.32,22.04,MEDIUM
01:12.0,32,49,0.07,3.63,HIGH
01:12.0,40,47,0.98,26.28,HIGH
01:12.1,14,32,0.80,17.43,HIGH
01:12.1,14,49,0.59,14.59,HIGH
01:12.1,22,23,1.18,16.16,MEDIUM
01:12.1,22,28,1.22,27.60,MEDIUM
01:12.1,22,44,1.23,20.94,MEDIUM
01:12.1,40,47,0.88,23.63,HIGH
01:12.2,14,49,0.48,13.69,HIGH
01:12.2,22,23,1.08,14.82,MEDIUM
01:12.2,22,28,1.12,26.80,MEDIUM
01:12.2,22,44,1.13,19.85,MEDIUM
01:12.2,40,47,0.78,20.99,HIGH
01:12.2,14,49,0.37,12.92,HIGH
01:12.2,22,23,0.99,13.48,HIGH
01:12.2,22,28,1.05,26.04,MEDIUM
01:12.2,22,44,1.05,18.79,MEDIUM
01:12.2,40,47,0.68,18.36,HIGH
01:12.4,14,49,0.27,12.33,HIGH
01:12.4,22,23,0.90,12.25,HIGH
01:12.4,22,28,0.96,25.33,CRITICAL
01:12.4,22,44,0.96,17.76,CRITICAL
01:12.4,40,47,0.58,15.73,HIGH
01:12.5,14,49,0.16,11.92,HIGH
01:12.5,22,23,0.83,11.07,HIGH
01:12.5,22,28,0.88,24.65,CRITICAL
01:12.5,22,44,0.86,16.77,CRITICAL
01:12.5,40,47,0.48,13.14,HIGH
01:12.6,14,49,0.04,11.73,HIGH
01:12.6,22,23,0.75,9.89,HIGH
01:12.6,22,28,0.79,24.01,CRITICAL
01:12.6,22,44,0.77,15.81,CRITICAL
01:12.6,40,47,0.38,10.56,HIGH
01:12.7,22,23,0.66,8.71,HIGH
01:12.7,22,28,0.71,23.42,CRITICAL
01:12.7,22,44,0.68,14.89,CRITICAL
01:12.7,40,47,0.28,8.06,HIGH
01:12.7,40,47,0.18,5.71,HIGH
01:12.9,18,30,0.79,29.15,HIGH
01:12.9,40,47,0.08,3.81,HIGH
01:13.0,18,30,0.68,28.23,HIGH
01:13.1,18,30,0.57,27.45,HIGH
01:13.1,23,40,1.61,29.43,MEDIUM
01:13.2,18,30,0.46,26.82,HIGH
01:13.2,23,40,1.47,27.55,MEDIUM
01:13.2,18,30,0.34,26.34,HIGH
01:13.2,23,40,1.32,25.65,MEDIUM
01:13.4,18,30,0.22,26.01,HIGH
01:13.4,23,40,1.19,23.74,MEDIUM
01:13.4,40,44,1.91,28.63,MEDIUM
01:13.5,18,30,0.10,25.84,HIGH
01:13.5,23,40,1.07,21.82,MEDIUM
01:13.5,40,44,1.80,27.13,MEDIUM
01:13.6,23,40,0.97,19.90,HIGH
01:13.6,28,40,1.97,29.96,MEDIUM
01:13.6,40,44,1.73,25.66,MEDIUM
01:13.7,23,40,0.87,17.93,HIGH
01:13.7,28,40,1.94,28.64,MEDIUM
01:13.7,40,44,1.66,24.23,MEDIUM
01:13.7,23,40,0.78,16.00,HIGH
01:13.7,28,40,1.90,27.35,MEDIUM
01:13.7,40,44,1.60,22.88,MEDIUM
01:13.9,23,40,0.69,14.10,HIGH
01:13.9,28,40,1.87,26.10,MEDIUM
01:13.9,40,44,1.55,21.61,MEDIUM
01:14.0,23,40,0.60,12.27,HIGH
01:14.0,28,40,1.84,24.87,MEDIUM
01:14.0,40,44,1.49,20.39,MEDIUM
01:14.1,23,40,0.52,10.50,HIGH
01:14.1,28,40,1.81,23.68,MEDIUM
01:14.1,40,44,1.43,19.21,MEDIUM
01:14.2,23,40,0.44,8.78,HIGH
01:14.2,28,40,1.78,22.51,MEDIUM
01:14.2,40,44,1.38,18.18,MEDIUM
01:14.2,23,40,0.35,7.13,HIGH
01:14.2,28,40,1.74,21.37,MEDIUM
01:14.2,40,44,1.36,17.36,MEDIUM
01:14.4,23,40,0.25,5.59,HIGH
01:14.4,28,40,1.71,20.26,MEDIUM
01:14.4,40,44,1.32,16.61,MEDIUM
01:14.5,23,40,0.15,4.27,HIGH
01:14.5,28,40,1.67,19.17,MEDIUM
01:14.5,40,44,1.31,15.99,MEDIUM
01:14.6,23,40,0.06,3.38,HIGH
01:14.6,28,40,1.63,18.10,MEDIUM
01:14.6,40,44,1.36,15.60,MEDIUM
01:14.7,28,40,1.58,17.06,MEDIUM
01:14.7,40,44,1.40,15.27,MEDIUM
01:14.7,28,40,1.53,16.03,MEDIUM
01:14.7,40,44,1.49,15.00,MEDIUM
01:14.9,28,40,1.48,15.03,MEDIUM
01:14.9,40,44,1.64,14.86,MEDIUM
01:15.0,28,40,1.43,14.05,MEDIUM
01:15.0,40,44,1.71,14.77,MEDIUM
01:15.1,28,40,1.42,13.13,MEDIUM
01:15.1,40,44,1.77,14.71,MEDIUM
01:15.2,28,40,1.37,12.24,MEDIUM
01:15.2,40,44,1.03,14.71,MEDIUM
01:15.2,28,40,1.25,11.29,MEDIUM
01:15.4,28,40,1.12,10.32,MEDIUM
01:15.5,28,40,0.99,9.34,HIGH
01:15.5,33,9,1.59,29.77,MEDIUM
01:15.6,28,40,0.84,8.30,HIGH
01:15.6,33,9,1.45,27.77,MEDIUM
01:15.7,28,40,0.69,7.20,HIGH
01:15.7,33,9,1.31,25.75,MEDIUM
01:15.7,28,40,0.54,6.12,HIGH
01:15.7,33,9,1.18,23.72,MEDIUM
01:15.9,28,40,0.40,5.09,HIGH
01:15.9,33,9,1.06,21.67,MEDIUM
01:16.0,28,40,0.25,4.29,HIGH
01:16.0,33,9,0.93,19.60,CRITICAL
01:16.0,35,47,0.90,30.00,HIGH
01:16.1,28,40,0.12,3.82,HIGH
01:16.1,33,9,0.82,17.52,CRITICAL
01:16.1,35,47,0.78,29.19,HIGH
01:16.2,33,9,0.71,15.42,CRITICAL
01:16.2,35,47,0.66,28.46,HIGH
01:16.2,33,9,0.60,13.30,CRITICAL
01:16.2,35,47,0.54,27.83,HIGH
01:16.4,33,9,0.49,11.20,CRITICAL
01:16.4,35,47,0.43,27.31,HIGH
01:16.5,33,9,0.39,9.10,CRITICAL
01:16.5,35,47,0.31,26.90,HIGH
01:16.6,33,9,0.28,7.06,CRITICAL
01:16.6,35,47,0.19,26.62,HIGH
01:16.7,33,9,0.18,5.15,HIGH
01:16.7,35,47,0.08,26.46,HIGH
01:16.8,33,9,0.08,3.65,HIGH
01:18.1,36,43,2.16,29.54,LOW
01:18.2,36,43,2.08,28.20,LOW
01:18.3,36,43,1.96,26.87,MEDIUM
01:18.4,36,43,1.87,25.55,MEDIUM
01:18.5,36,43,1.75,24.24,MEDIUM
01:18.6,0,9,1.20,29.32,MEDIUM
01:18.6,36,43,1.64,22.93,MEDIUM
01:18.7,0,9,1.08,26.86,MEDIUM
01:18.7,36,43,1.55,21.63,MEDIUM
01:18.8,0,9,0.96,24.37,HIGH
01:18.8,36,43,1.45,20.33,MEDIUM
01:18.9,0,9,0.85,21.85,HIGH
01:18.9,36,43,1.35,19.05,MEDIUM
01:19.0,0,9,0.74,19.31,HIGH
01:19.0,36,43,1.26,17.77,MEDIUM
01:19.1,0,9,0.64,16.77,HIGH
01:19.1,36,43,1.15,16.50,MEDIUM
01:19.2,0,9,0.53,14.23,HIGH
01:19.2,36,43,1.06,15.25,MEDIUM
01:19.3,0,9,0.43,11.69,HIGH
01:19.3,36,43,0.95,14.02,CRITICAL
01:19.4,0,9,0.33,9.18,HIGH
01:19.4,36,43,0.85,12.79,CRITICAL
01:19.5,0,9,0.23,6.76,HIGH
01:19.5,36,43,0.75,11.60,CRITICAL
01:19.6,0,9,0.12,4.60,HIGH
01:19.6,35,48,1.13,29.26,MEDIUM
01:19.6,36,43,0.65,10.46,CRITICAL
01:19.7,0,9,0.03,3.27,HIGH
01:19.7,35,48,1.03,26.70,MEDIUM
01:19.7,36,43,0.55,9.36,CRITICAL
01:19.8,35,48,0.92,24.12,HIGH
01:19.8,36,43,0.45,8.33,CRITICAL
01:19.9,35,48,0.81,21.53,HIGH
01:19.9,36,43,0.35,7.41,CRITICAL
01:20.0,35,48,0.71,18.95,HIGH
01:20.0,36,43,0.25,6.63,CRITICAL
01:20.1,35,48,0.61,16.37,HIGH
01:20.1,36,43,0.15,6.06,CRITICAL
01:20.2,35,48,0.51,13.81,HIGH
01:20.2,36,43,0.05,5.74,CRITICAL
01:20.3,35,48,0.41,11.27,HIGH
01:20.4,35,48,0.31,8.79,HIGH
01:20.5,35,48,0.22,6.45,HIGH
01:20.6,35,48,0.12,4.43,HIGH
01:20.7,35,48,0.02,3.25,HIGH
01:21.0,19,24,2.62,16.04,LOW
01:21.0,27,35,1.59,28.51,MEDIUM
01:21.1,19,24,1.90,15.64,MEDIUM
01:21.1,27,35,1.54,26.82,MEDIUM
01:21.2,19,24,1.47,15.23,MEDIUM
01:21.2,27,35,1.48,25.17,MEDIUM
01:21.3,19,24,1.17,14.82,MEDIUM
01:21.3,27,35,1.42,23.57,MEDIUM
01:21.4,19,24,1.01,14.43,MEDIUM
01:21.4,27,35,1.36,22.12,MEDIUM
01:21.5,19,24,0.84,14.05,HIGH
01:21.5,27,35,1.29,20.74,MEDIUM
01:21.6,19,24,0.66,13.50,HIGH
01:21.6,27,35,1.24,19.43,MEDIUM
01:21.7,19,24,0.50,13.01,HIGH
01:21.7,27,35,1.17,18.32,MEDIUM
01:21.8,19,24,0.40,12.57,HIGH
01:21.8,27,35,1.10,17.40,MEDIUM
01:21.9,19,24,0.28,12.21,HIGH
01:21.9,27,35,1.03,16.57,MEDIUM
01:22.0,27,35,0.94,15.86,HIGH
01:22.1,27,35,0.84,15.45,HIGH
01:22.2,27,35,0.74,15.12,HIGH
01:22.3,27,35,0.60,14.82,HIGH
01:22.3,28,43,1.72,28.65,MEDIUM
01:22.4,27,35,0.47,14.57,HIGH
01:22.4,28,43,1.65,27.14,MEDIUM
01:22.5,27,35,0.32,14.43,HIGH
01:22.5,28,43,1.58,25.67,MEDIUM
01:22.6,27,35,0.19,14.35,HIGH
01:22.6,28,43,1.51,24.30,MEDIUM
01:22.7,27,35,0.06,14.32,HIGH
01:22.7,28,43,1.45,23.09,MEDIUM
01:22.8,28,43,1.38,21.95,MEDIUM
01:22.9,28,43,1.30,20.86,MEDIUM
01:23.0,24,47,1.42,29.37,MEDIUM
01:23.0,28,43,1.22,19.84,MEDIUM
01:23.1,24,47,1.30,27.31,MEDIUM
01:23.1,28,43,1.14,19.10,MEDIUM
01:23.2,24,47,1.19,25.22,MEDIUM
01:23.2,28,43,1.04,18.44,MEDIUM
01:23.3,24,47,1.08,23.11,MEDIUM
01:23.3,28,43,0.94,17.87,HIGH
01:23.4,24,47,0.97,20.99,HIGH
01:23.4,28,43,0.82,17.39,HIGH
01:23.5,24,47,0.86,18.87,HIGH
01:23.5,28,43,0.67,17.06,HIGH
01:23.6,24,47,0.76,16.73,HIGH
01:23.6,28,43,0.51,16.84,HIGH
01:23.7,24,47,0.65,14.59,HIGH
01:23.7,28,43,0.33,16.72,HIGH
01:23.8,24,47,0.54,12.43,HIGH
01:23.8,28,43,0.17,16.64,HIGH
01:23.9,24,47,0.44,10.29,HIGH
01:23.9,28,43,0.05,16.61,HIGH
01:24.0,24,47,0.33,8.17,HIGH
01:24.1,24,47,0.23,6.14,HIGH
01:24.2,24,47,0.13,4.35,HIGH
01:24.3,24,47,0.03,3.26,HIGH
01:27.3,41,46,1.11,28.88,MEDIUM
01:27.4,41,46,1.00,26.29,HIGH
01:27.5,41,46,0.89,23.67,HIGH
01:27.6,41,46,0.78,21.03,HIGH
01:27.7,41,46,0.67,18.38,HIGH
01:27.8,41,46,0.57,15.71,HIGH
01:27.9,41,46,0.47,13.08,HIGH
01:28.0,41,46,0.37,10.49,HIGH
01:28.1,41,46,0.27,7.97,HIGH
01:28.2,41,46,0.17,5.60,HIGH
01:28.3,41,46,0.07,3.72,HIGH
01:29.3,36,43,1.37,28.97,MEDIUM
01:29.4,36,43,1.23,27.92,MEDIUM
01:29.5,36,43,1.08,26.84,MEDIUM
01:29.6,36,43,0.94,25.82,HIGH
01:29.7,36,43,0.81,24.89,HIGH
01:29.8,36,43,0.69,24.04,HIGH
01:29.9,36,43,0.57,23.30,HIGH
01:30.0,36,43,0.45,22.67,HIGH
01:30.1,36,43,0.34,22.17,HIGH
01:30.2,36,43,0.23,21.80,HIGH
01:30.3,36,43,0.11,21.57,HIGH
01:30.4,36,43,0.00,21.50,HIGH
01:30.5,26,35,1.39,28.07,MEDIUM
01:30.5,28,49,0.42,29.68,HIGH
01:30.6,26,35,1.32,26.13,MEDIUM
01:30.6,28,49,0.30,29.32,HIGH
01:30.7,26,35,1.25,24.23,MEDIUM
01:30.7,28,49,0.18,29.09,HIGH
01:30.8,26,35,1.13,22.30,MEDIUM
01:30.8,28,49,0.04,29.00,HIGH
01:30.9,26,35,1.02,20.35,MEDIUM
01:31.0,26,35,0.91,18.38,HIGH
01:35.1,41,49,1.20,29.92,MEDIUM
01:35.2,41,49,1.07,28.98,MEDIUM
01:35.3,41,49,0.95,28.10,HIGH
01:35.4,41,49,0.82,27.29,HIGH
01:35.5,41,49,0.71,26.56,HIGH
01:35.6,41,49,0.59,25.92,HIGH
01:35.7,41,49,0.48,25.36,HIGH
01:35.8,41,49,0.36,24.92,HIGH
01:35.9,41,49,0.25,24.59,HIGH
01:36.0,41,49,0.13,24.39,HIGH
01:36.1,41,49,0.02,24.30,HIGH
01:37.2,45,49,1.04,28.11,MEDIUM
01:37.3,45,49,0.94,25.44,HIGH
01:37.4,45,49,0.84,22.78,HIGH
01:37.5,45,49,0.74,20.13,HIGH
01:37.6,45,49,0.64,17.48,HIGH
01:37.7,45,49,0.54,14.86,HIGH
01:37.8,45,49,0.44,12.26,HIGH
01:37.9,45,49,0.34,9.70,HIGH
01:38.0,45,49,0.24,7.22,HIGH
01:38.1,45,49,0.14,4.96,HIGH
01:38.2,45,49,0.04,3.38,HIGH
